CollectionYearRange,Parent_Org_Code,Parent_Org_Name,Org_Code,Org_Name,Unit_Name,Org_Type,Referral_Appointment_Time,Part,Total_referrals,Screening_sample_total,Clinical_indication,Highgrade_mod_severe,Inadequate,Borderline_changes,Mild_dyskaryosis,Moderate_dyskaryosis,Severe_dyskaryosis,Severe_dyskaryosis_Inv,Glandular_neoplasia,Clinical_Urgent,Clinical_Non_Urgent,Other
2022-23,N5,London,RJ6,Croydon Health Services NHS Trust,Croydon University Hospital,Trust,<=6_weeks,A6,1019,not included,345,274,not included,not included,not included,not included,not included,5,10,not included,not included,not included
2022-23,N5,London,RVR,Epsom and St Helier University Hospitals NHS Trust,St Helier Hospital,Trust,Total_cases,A,1894,not included,377,362,not included,not included,not included,not included,not included,4,12,not included,not included,not included
2022-23,N5,London,RVR,Epsom and St Helier University Hospitals NHS Trust,St Helier Hospital,Trust,<=2_weeks,A,526,not included,132,350,not included,not included,not included,not included,not included,4,12,not included,not included,not included
2022-23,N5,London,RVR,Epsom and St Helier University Hospitals NHS Trust,St Helier Hospital,Trust,<=4_weeks,A,592,not included,155,361,not included,not included,not included,not included,not included,4,12,not included,not included,not included
2022-23,N5,London,RVR,Epsom and St Helier University Hospitals NHS Trust,St Helier Hospital,Trust,<=6_weeks,A6,1081,not included,174,362,not included,not included,not included,not included,not included,4,12,not included,not included,not included
2022-23,N5,London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Guy's Hospital,Trust,Total_cases,A,4591,not included,1648,442,not included,not included,not included,not included,not included,4,11,not included,not included,not included
2022-23,N5,London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Guy's Hospital,Trust,<=2_weeks,A,767,not included,244,427,not included,not included,not included,not included,not included,4,11,not included,not included,not included
2022-23,N5,London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Guy's Hospital,Trust,<=4_weeks,A,995,not included,358,439,not included,not included,not included,not included,not included,4,11,not included,not included,not included
2022-23,N5,London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Guy's Hospital,Trust,<=6_weeks,A6,1249,not included,509,441,not included,not included,not included,not included,not included,4,11,not included,not included,not included
2022-23,N5,London,RQX,Homerton University Hospital NHS Foundation Trust,Homerton University Hospital,Trust,Total_cases,A,2943,not included,809,313,not included,not included,not included,not included,not included,0,6,not included,not included,not included
2022-23,N5,London,RQX,Homerton University Hospital NHS Foundation Trust,Homerton University Hospital,Trust,<=2_weeks,A,634,not included,260,304,not included,not included,not included,not included,not included,0,6,not included,not included,not included
2022-23,N5,London,RQX,Homerton University Hospital NHS Foundation Trust,Homerton University Hospital,Trust,<=4_weeks,A,906,not included,363,311,not included,not included,not included,not included,not included,0,6,not included,not included,not included
2022-23,N5,London,RQX,Homerton University Hospital NHS Foundation Trust,Homerton University Hospital,Trust,<=6_weeks,A6,1579,not included,503,311,not included,not included,not included,not included,not included,0,6,not included,not included,not included
2022-23,N5,London,RYJ,Imperial College Healthcare NHS Trust,St Mary's Hospital,Trust,Total_cases,A,3207,not included,636,333,not included,not included,not included,not included,not included,5,15,not included,not included,not included
2022-23,N5,London,RYJ,Imperial College Healthcare NHS Trust,St Mary's Hospital,Trust,<=2_weeks,A,550,not included,90,319,not included,not included,not included,not included,not included,5,15,not included,not included,not included
2022-23,N5,London,RYJ,Imperial College Healthcare NHS Trust,St Mary's Hospital,Trust,<=4_weeks,A,771,not included,147,332,not included,not included,not included,not included,not included,5,15,not included,not included,not included
2022-23,N5,London,RYJ,Imperial College Healthcare NHS Trust,St Mary's Hospital,Trust,<=6_weeks,A6,2464,not included,316,333,not included,not included,not included,not included,not included,5,15,not included,not included,not included
2022-23,N5,London,RJZ,King's College Hospital NHS Foundation Trust,King's College Hospital,Trust,Total_cases,A,3537,not included,917,314,not included,not included,not included,not included,not included,4,10,not included,not included,not included
2022-23,N5,London,RJZ,King's College Hospital NHS Foundation Trust,King's College Hospital,Trust,<=2_weeks,A,667,not included,227,305,not included,not included,not included,not included,not included,4,10,not included,not included,not included
2022-23,N5,London,RJZ,King's College Hospital NHS Foundation Trust,King's College Hospital,Trust,<=4_weeks,A,1204,not included,389,313,not included,not included,not included,not included,not included,4,10,not included,not included,not included
2022-23,N5,London,RJZ,King's College Hospital NHS Foundation Trust,King's College Hospital,Trust,<=6_weeks,A6,1779,not included,522,314,not included,not included,not included,not included,not included,4,10,not included,not included,not included
2022-23,N5,London,RJZ,King's College Hospital NHS Foundation Trust,Princess Royal University Hospital,Trust,Total_cases,A,2914,not included,239,362,not included,not included,not included,not included,not included,4,14,not included,not included,not included
2022-23,N5,London,RJZ,King's College Hospital NHS Foundation Trust,Princess Royal University Hospital,Trust,<=2_weeks,A,538,not included,121,355,not included,not included,not included,not included,not included,4,14,not included,not included,not included
2022-23,N5,London,RJZ,King's College Hospital NHS Foundation Trust,Princess Royal University Hospital,Trust,<=4_weeks,A,647,not included,137,360,not included,not included,not included,not included,not included,4,14,not included,not included,not included
2022-23,N5,London,RJZ,King's College Hospital NHS Foundation Trust,Princess Royal University Hospital,Trust,<=6_weeks,A6,1357,not included,170,362,not included,not included,not included,not included,not included,4,14,not included,not included,not included
2022-23,N5,London,RAX,Kingston Hospital NHS Foundation Trust,Kingston Hospital,Trust,Total_cases,A,2885,not included,826,340,not included,not included,not included,not included,not included,3,5,not included,not included,not included
2022-23,N5,London,RAX,Kingston Hospital NHS Foundation Trust,Kingston Hospital,Trust,<=2_weeks,A,608,not included,236,325,not included,not included,not included,not included,not included,3,5,not included,not included,not included
2022-23,N5,London,RAX,Kingston Hospital NHS Foundation Trust,Kingston Hospital,Trust,<=4_weeks,A,780,not included,302,336,not included,not included,not included,not included,not included,3,5,not included,not included,not included
2022-23,N5,London,RAX,Kingston Hospital NHS Foundation Trust,Kingston Hospital,Trust,<=6_weeks,A6,979,not included,360,338,not included,not included,not included,not included,not included,3,5,not included,not included,not included
2022-23,N5,London,RJ2,Lewisham and Greenwich NHS Trust,Queen Elizabeth Hospital,Trust,Total_cases,A,0,not included,0,0,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N5,London,RJ2,Lewisham and Greenwich NHS Trust,Queen Elizabeth Hospital,Trust,<=2_weeks,A,0,not included,0,0,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N5,London,RJ2,Lewisham and Greenwich NHS Trust,Queen Elizabeth Hospital,Trust,<=4_weeks,A,0,not included,0,0,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N5,London,RJ2,Lewisham and Greenwich NHS Trust,Queen Elizabeth Hospital,Trust,<=6_weeks,A6,0,not included,0,0,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N5,London,RJ2,Lewisham and Greenwich NHS Trust,University Hospital Lewisham,Trust,Total_cases,A,4742,not included,1060,517,not included,not included,not included,not included,not included,8,18,not included,not included,not included
2022-23,N5,London,RJ2,Lewisham and Greenwich NHS Trust,University Hospital Lewisham,Trust,<=2_weeks,A,1111,not included,308,508,not included,not included,not included,not included,not included,8,17,not included,not included,not included
2022-23,N5,London,RJ2,Lewisham and Greenwich NHS Trust,University Hospital Lewisham,Trust,<=4_weeks,A,1682,not included,451,513,not included,not included,not included,not included,not included,8,17,not included,not included,not included
2022-23,N5,London,RJ2,Lewisham and Greenwich NHS Trust,University Hospital Lewisham,Trust,<=6_weeks,A6,2622,not included,602,514,not included,not included,not included,not included,not included,8,17,not included,not included,not included
2022-23,N5,London,R1K,London North West University Healthcare NHS Trust,Northwick Park Hospital,Trust,Total_cases,A,2253,not included,281,303,not included,not included,not included,not included,not included,1,7,not included,not included,not included
2022-23,N5,London,R1K,London North West University Healthcare NHS Trust,Northwick Park Hospital,Trust,<=2_weeks,A,718,not included,125,302,not included,not included,not included,not included,not included,1,7,not included,not included,not included
2022-23,N5,London,R1K,London North West University Healthcare NHS Trust,Northwick Park Hospital,Trust,<=4_weeks,A,1172,not included,221,302,not included,not included,not included,not included,not included,1,7,not included,not included,not included
2022-23,N5,London,R1K,London North West University Healthcare NHS Trust,Northwick Park Hospital,Trust,<=6_weeks,A6,2224,not included,275,303,not included,not included,not included,not included,not included,1,7,not included,not included,not included
2022-23,N5,London,RAP,North Middlesex University Hospital NHS Trust,North Middlesex University Hospital,Trust,Total_cases,A,2231,not included,585,231,not included,not included,not included,not included,not included,3,11,not included,not included,not included
